"Sign","Name","Name1","Name2"
"𒡷","KAL~b1","KAL~b1, KAL~b1","KAL"
"𒡸","KAL~b2","KAL~b2, KAL~b2","KAL"
"𒡹","KALAM~a","KALAM~a, KALAM~a","KALAM"
"𒡺","KALAM~b","KALAM~b, KALAM~b","KALAM"
"𒡻","KALAM~c","KALAM~c, KALAM~c","KALAM"
"𒡼","KALAM~d","KALAM~d, KALAM~d","KALAM"
"𒡽","KALAM~e","KALAM~e, KALAM~e","KALAM"
"𒡾","KALAM~f","KALAM~f, KALAM~f","KALAM"
"𒡿","KALAM~g","KALAM~g, KALAM~g","KALAM"
"𒢀","KALAM~h","KALAM~h, KALAM~h","KALAM"
"𒢁","KALAM~h2","KALAM~h2, KALAM~h2","KALAM2"
"𒢂","KAR₂~a","KAR2~a, KAR₂~a","KAR₂"
"𒢃","KAR₂~b","KAR2~b, KAR₂~b","KAR₂"
"𒢄","KASKAL","KASKAL, KASKAL","KASKAL"
"󲑃","KASKAL@g","KASKAL@g, KASKAL@g","KASKAL"
"𒢅","KAŠ~a","KAŠ~a, KAŠ~a","KAŠ"
"𒢆","KAŠ~b","KAŠ~b, KAŠ~b","KAŠ"
"𒢈","KAŠ~c","KAŠ~c, KAŠ~c","KAŠ"
"𒢉","KAŠ~d","KAŠ~d, KAŠ~d","KAŠ"
"𒢊","KI","KI, KI","KI"
"𒢋","KI@n","KI@n, KI@n","KI"
"𒢍","KIB","KIB, KIB","KIB"
"𒢎","KIB@g","KIB@g, KIB@g","KIB"
"𒢏","KID~a","KID~a, KID~a","KID"
"𒢐","KID~b","KID~b, KID~b","KID"
"𒢑","KID~c","KID~c, KID~c","KID"
"𒢒","KID~d","KID~d, KID~d","KID"
"𒢓","KID~e","KID~e, KID~e","KID"
"𒢔","KIN","KIN, KIN","KIN"
"𒢕","KIN₂~a","KIN2~a, KIN₂~a","KIN₂"
"𒢖","KIN₂~b","KIN2~b, KIN₂~b","KIN₂"
"𒢗","KIN₂~c","KIN2~c, KIN₂~c","KIN₂"
"𒢘","KIN₂~d","KIN2~d, KIN₂~d","KIN₂"
"𒢙","KIN₂~e","KIN2~e, KIN₂~e","KIN₂"
"𒢚","KISAL~a1","KISAL~a1, KISAL~a1","KISAL"
"󲑅","KISAL~a2","KISAL~a2, KISAL~a2","KISAL"
"𒢛","KISAL~b1","KISAL~b1, KISAL~b1","KISAL"
"𒢜","KISAL~b2","KISAL~b2, KISAL~b2","KISAL"
"𒢝","KISAL~b2@t","KISAL~b2@t, KISAL~b2@t","KISAL"
"𒢞","KISAL~b3","KISAL~b3, KISAL~b3","KISAL"
"𒢟","KISIM~a","KISIM~a, KISIM~a","KISIM"
"𒢠","KISIM~b","KISIM~b, KISIM~b","KISIM"
"𒢡","KISIM~c","KISIM~c, KISIM~c","KISIM"
"𒢢","KIŠ","KIŠ, KIŠ","KIŠ"
"𒢣","KIŠIK~a","KIŠIK~a, KIŠIK~a","KIŠIK"
"𒢤","KIŠIK~b","KIŠIK~b, KIŠIK~b","KIŠIK"
"󲄕","KITI","KITI, KITI","KITI"
"𒢥","KU~a","KU~a, KU~a","KU"
"𒢦","KU~b1","KU~b1, KU~b1","KU"
"𒢧","KU~b2","KU~b2, KU~b2","KU"
"𒢨","KU₃~a","KU3~a, KU₃~a","KU₃"
"𒢩","KU₃~c","KU3~c, KU₃~c","KU₃"
"𒢪","KU₆~a","KU6~a, KU₆~a","KU₆"
"󲑆","KU₆~a@s","KU6~a@s, KU₆~a@s","KU₆"
"𒢬","KU₆~c","KU6~c, KU₆~c","KU₆"
"𒢭","KU₆~d","KU6~d, KU₆~d","KU₆"
"𒢱","KUR@g~a","KUR@g~a, KUR@g~a","KUR"
"𒢲","KUR@g~b","KUR@g~b, KUR@g~b","KUR"
"𒢮","KUR~a","KUR~a, KUR~a","KUR"
"𒢯","KUR~b","KUR~b, KUR~b","KUR"
"𒢰","KUR~c","KUR~c, KUR~c","KUR"
"󲑇","KUR~d","KUR~d, KUR~d","KUR"
"𒢳","KUŠU₂~a","KUŠU2~a, KUŠU₂~a","KUŠU₂"
"𒢴","KUŠU₂~b","KUŠU2~b, KUŠU₂~b","KUŠU₂"
"𒢵","KUŠU₂~c","KUŠU2~c, KUŠU₂~c","KUŠU₂"
"𒢶","KUŠU₂~d","KUŠU2~d, KUŠU₂~d","KUŠU₂"
"𒢷","KUŠU₂~e","KUŠU2~e, KUŠU₂~e","KUŠU₂"
"𒢸","KUŠU₂~f","KUŠU2~f, KUŠU₂~f","KUŠU₂"
"𒢹","LA~b","LA~b, LA~b","LA"
"󲑈","LA~c","LA~c, LA~c","LA"
"𒢺","LA~d","LA~d, LA~d","LA"
"𒢻","LA₂","LA2, LA₂","LA₂"
"𒢼","LAGAB~a","LAGAB~a, LAGAB~a","LAGAB"
"𒣎","LAGAB~b","LAGAB~b, LAGAB~b","LAGAB"
"𒣔","LAGAR~a","LAGAR~a, LAGAR~a","LAGAR"
"𒣕","LAGAR~a@r","LAGAR~a@r, LAGAR~a@r","LAGAR"
"𒣖","LAGAR~b1","LAGAR~b1, LAGAR~b1","LAGAR"
"𒣗","LAGAR~b2","LAGAR~b2, LAGAR~b2","LAGAR"
"𒣘","LAGAR~c","LAGAR~c, LAGAR~c","LAGAR"
"𒣙","LAL₂~a","LAL2~a, LAL₂~a","LAL₂"
"𒣜","LAL₂~b","LAL2~b, LAL₂~b","LAL₂"
"𒣝","LAL₃~a","LAL3~a, LAL₃~a","LAL₃"
"𒣞","LAL₃~b","LAL3~b, LAL₃~b","LAL₃"
"𒣟","LAM~a","LAM~a, LAM~a","LAM"
"𒣠","LAM~b","LAM~b, LAM~b","LAM"
"𒣡","LAM~b@r","LAM~b@r, LAM~b@r","LAM"
"󲑒","LAM~b@s","LAM~b@s, LAM~b@s","LAM"
"𒣢","LAM~b@t","LAM~b@t, LAM~b@t","LAM"
"󲄥","LI","LI, LI","LI"
"𒣣","LIŠ","LIŠ, LIŠ","LIŠ"
"𒣤","LU₂","LU2, LU₂","LU₂"
"𒣥","LUM","LUM, LUM","LUM"
"𒣦","MA","MA, MA","MA"
"𒣪","MA₂","MA2, MA₂","MA₂"
"𒣫","MAGUR~a","MAGUR~a, MAGUR~a","MAGUR"
"𒣬","MAGUR~b","MAGUR~b, MAGUR~b","MAGUR"
"𒣭","MAH~a","MAH~a, MAH~a","MAH"
"𒣻","MAH~b","MAH~b, MAH~b","MAH"
"𒣾","MAR~a","MAR~a, MAR~a","MAR"
"𒣿","MAR~a@g","MAR~a@g, MAR~a@g","MAR"
"𒤀","MAR~a@t","MAR~a@t, MAR~a@t","MAR"
"𒤁","MAR~b","MAR~b, MAR~b","MAR"
"𒤅","MAŠ","MAŠ, MAŠ","MAŠ"
"𒤆","MAŠ₂","MAŠ2, MAŠ₂","MAŠ₂"
"𒤇","MAŠ₂@g","MAŠ2@g, MAŠ₂@g","MAŠ₂"
"𒤈","ME~a","ME~a, ME~a","ME"
"𒤉","ME~b","ME~b, ME~b","ME"
"𒤊","ME₃","ME3, ME₃","ME₃"
"𒤋","MEN~a","MEN~a, MEN~a","MEN"
"𒤌","MEN~b","MEN~b, MEN~b","MEN"
"𒤍","MES","MES, MES","MES"
"𒤎","MIR~a","MIR~a, MIR~a","MIR"
"𒤏","MIR~b","MIR~b, MIR~b","MIR"
"𒤐","MU","MU, MU","MU"
"𒤑","MUD","MUD, MUD","MUD"
"𒤒","MUD₃~a","MUD3~a, MUD₃~a","MUD₃"
"𒤓","MUD₃~a@g","MUD3~a@g, MUD₃~a@g","MUD₃"
"𒤔","MUD₃~b","MUD3~b, MUD₃~b","MUD₃"
"𒤕","MUD₃~c","MUD3~c, MUD₃~c","MUD₃"
"𒤖","MUD₃~d","MUD3~d, MUD₃~d","MUD₃"
"𒤗","MUL","MUL, MUL","MUL"
"𒤘","MUN~a1","MUN~a1, MUN~a1","MUN"
"𒤙","MUN~a2","MUN~a2, MUN~a2","MUN"
"𒤚","MUN~a3","MUN~a3, MUN~a3","MUN"
"𒤛","MUN~a4","MUN~a4, MUN~a4","MUN"
"𒤜","MUN~b","MUN~b, MUN~b","MUN"
"𒤝","MUNŠUB~a","MUNŠUB~a, MUNŠUB~a","MUNŠUB"
"𒤞","MUNŠUB~b","MUNŠUB~b, MUNŠUB~b","MUNŠUB"
"𒤟","MUNU₃","MUNU3, MUNU₃","MUNU₃"
"𒤠","MUŠ","MUŠ, MUŠ","MUŠ"
"𒤡","MUŠ₃~a","MUŠ3~a, MUŠ₃~a","MUŠ₃"
"𒤢","MUŠ₃~a@g","MUŠ3~a@g, MUŠ₃~a@g","MUŠ₃"
"𒤣","MUŠ₃~b","MUŠ3~b, MUŠ₃~b","MUŠ₃"
"𒤤","MUŠEN","MUŠEN, MUŠEN","MUŠEN"
"𒤨","NA~a","NA~a, NA~a","NA"
"𒤩","NA~b","NA~b, NA~b","NA"
"𒤪","NA~c","NA~c, NA~c","NA"
"󲑙","NA~d","NA~d, NA~d","NA"
"𒤫","NA₂~a","NA2~a, NA₂~a","NA₂"
"𒤬","NA₂~b1","NA2~b1, NA₂~b1","NA₂"
"𒤭","NA₂~b2","NA2~b2, NA₂~b2","NA₂"
"𒤮","NA₂~c","NA2~c, NA₂~c","NA₂"
"𒤯","NAB","NAB, NAB","NAB"
"𒤰","NAGA~a","NAGA~a, NAGA~a","NAGA"
"𒤲","NAGA~b","NAGA~b, NAGA~b","NAGA"
"𒤳","NAGAR~a","NAGAR~a, NAGAR~a","NAGAR"
"𒤴","NAGAR~b","NAGAR~b, NAGAR~b","NAGAR"
"𒤵","NAM~a","NAM~a, NAM~a","NAM"
"𒤶","NAM~b","NAM~b, NAM~b","NAM"
"𒤷","NAM~c","NAM~c, NAM~c","NAM"
"𒤸","NAM~d","NAM~d, NAM~d","NAM"
"𒤹","NAM₂","NAM2, NAM₂","NAM₂"
"𒤻","NAM₂@g","NAM2@g, NAM₂@g","NAM₂"
"𒤼","NAM₂@t","NAM2@t, NAM₂@t","NAM₂"
"𒤽","NANŠE~a","NANŠE~a, NANŠE~a","NANŠE"
"𒤾","NANŠE~b","NANŠE~b, NANŠE~b","NANŠE"
"𒤿","NAR","NAR, NAR","NAR"
"𒥀","NE~a","NE~a, NE~a","NE"
"𒥁","NE~b","NE~b, NE~b","NE"
"𒥂","NE~c","NE~c, NE~c","NE"
"𒥃","NE~d","NE~d, NE~d","NE"
"𒥄","NESAG₂~a","NESAG2~a, NESAG₂~a","NESAG₂"
"󲔱","NESAG₂~a2","NESAG2~a2, NESAG₂~a2","NESAG₂"
"𒥅","NESAG₂~b","NESAG2~b, NESAG₂~b","NESAG₂"
"󲑚","NESAG₂~b@t","NESAG2~b@t, NESAG₂~b@t","NESAG₂"
"𒥆","NI~a","NI~a, NI~a","NI"
"𒥇","NI~a@g","NI~a@g, NI~a@g","NI"
"𒥈","NI~b","NI~b, NI~b","NI"
"𒥋","NI₂","NI2, NI₂","NI₂"
"𒥌","NIGIN","NIGIN, NIGIN","NIGIN"
"𒥍","NIM~a","NIM~a, NIM~a","NIM"
"𒥎","NIM~b1","NIM~b1, NIM~b1","NIM"
"𒥏","NIM~b2","NIM~b2, NIM~b2","NIM"
"𒥐","NIM~b3","NIM~b3, NIM~b3","NIM"
"󲔲","NIM~d","NIM~d, NIM~d","NIM"
"𒥑","NIMGIR","NIMGIR, NIMGIR","NIMGIR"
"𒥒","NINDA₂","NINDA2, NINDA₂","NINDA₂"
"𒥩","NIR~a","NIR~a, NIR~a","NIR"
"𒥫","NIR~b","NIR~b, NIR~b","NIR"
"𒥬","NU","NU, NU","NU"
"𒥭","NU@g","NU@g, NU@g","NU"
"𒥮","NU₁₁","NU11, NU₁₁","NU₁₁"
"𒥰","NU₁₁@t","NU11@t, NU₁₁@t","NU₁₁"
"𒥱","NUMUN","NUMUN, NUMUN","NUMUN"
"󲑤","NUMUN₂","NUMUN2, NUMUN₂","NUMUN₂"
"𒥲","NUN~a","NUN~a, NUN~a","NUN"
"𒥸","NUN~b","NUN~b, NUN~b","NUN"
"𒥺","NUN~c","NUN~c, NUN~c","NUN"
"𒥻","NUN~d","NUN~d, NUN~d","NUN"
"𒥼","NUNUZ~a0","NUNUZ~a0, NUNUZ~a0","NUNUZ0"
"𒥽","NUNUZ~a1","NUNUZ~a1, NUNUZ~a1","NUNUZ"
"󲑥","NUNUZ~a1@t","NUNUZ~a1@t, NUNUZ~a1@t","NUNUZ"
"𒥾","NUNUZ~a2","NUNUZ~a2, NUNUZ~a2","NUNUZ"
"𒥿","NUNUZ~b1","NUNUZ~b1, NUNUZ~b1","NUNUZ"
"󲑦","NUNUZ~b2","NUNUZ~b2, NUNUZ~b2","NUNUZ"
"𒦀","NUNUZ~c","NUNUZ~c, NUNUZ~c","NUNUZ"
"𒦁","PA~a","PA~a, PA~a","PA"
"𒦂","PA~b","PA~b, PA~b","PA"
"𒦃","PAD~a","PAD~a, PAD~a","PAD"
"𒦄","PAD~b","PAD~b, PAD~b","PAD"
"𒦅","PAP~a","PAP~a, PAP~a","PAP"
"𒦆","PAP~a@t","PAP~a@t, PAP~a@t","PAP"
"𒦇","PAP~b","PAP~b, PAP~b","PAP"
"𒦈","PIRIG~a1","PIRIG~a1, PIRIG~a1","PIRIG"
"𒦉","PIRIG~a2","PIRIG~a2, PIRIG~a2","PIRIG"
"𒦊","PIRIG~a3","PIRIG~a3, PIRIG~a3","PIRIG"
"𒦋","PIRIG~b1","PIRIG~b1, PIRIG~b1","PIRIG"
"𒦍","PIRIG~b2","PIRIG~b2, PIRIG~b2","PIRIG"
"𒦎","PU₂","PU2, PU₂","PU₂"
"𒦏","RA","RA, RA","RA"
"𒦐","RAD~a","RAD~a, RAD~a","RAD"
"𒦑","RAD~a@g","RAD~a@g, RAD~a@g","RAD"
"󲑨","RAD~a@t","RAD~a@t, RAD~a@t","RAD"
"𒦒","RAD~b","RAD~b, RAD~b","RAD"
"𒦓","RI₈~a","RI8~a, RI₈~a","RI₈"
"𒦔","RI₈~b","RI8~b, RI₈~b","RI₈"
"𒦕","RU","RU, RU","RU"
"𒦖","SA~a","SA~a, SA~a","SA"
"𒦗","SA~c","SA~c, SA~c","SA"
"𒦘","SAG","SAG, SAG","SAG"
"𒦞","SAG@g","SAG@g, SAG@g","SAG"
"𒦟","SAG@n","SAG@n, SAG@n","SAG"
"𒦠","SAGŠU","SAGŠU, SAGŠU","SAGŠU"
"𒦡","SAL","SAL, SAL","SAL"
"𒦣","SANGA~a","SANGA~a, SANGA~a","SANGA"
"𒦤","SANGA~b","SANGA~b, SANGA~b","SANGA"
"𒦥","SANGA~c","SANGA~c, SANGA~c","SANGA"
"𒦦","SANGA~e","SANGA~e, SANGA~e","SANGA"
"𒦧","SAR~a","SAR~a, SAR~a","SAR"
"𒦩","SAR~b","SAR~b, SAR~b","SAR"
"𒦪","SAR~c","SAR~c, SAR~c","SAR"
"𒦫","SAR~d","SAR~d, SAR~d","SAR"
"𒦬","SI","SI, SI","SI"
"𒦵","SI₄~a","SI4~a, SI₄~a","SI₄"
"𒦶","SI₄~b","SI4~b, SI₄~b","SI₄"
"𒦷","SI₄~c","SI4~c, SI₄~c","SI₄"
"𒦸","SI₄~d","SI4~d, SI₄~d","SI₄"
"𒦹","SI₄~f","SI4~f, SI₄~f","SI₄"
"𒦺","SIG","SIG, SIG","SIG"
"󲑬","SIG@g","SIG@g, SIG@g","SIG"
"󲔳","SIG~b","SIG~b, SIG~b","SIG"
"𒦻","SIG₂~a1","SIG2~a1, SIG₂~a1","SIG₂"
"𒦼","SIG₂~a2","SIG2~a2, SIG₂~a2","SIG₂"
"𒦽","SIG₂~a3","SIG2~a3, SIG₂~a3","SIG₂"
"𒦾","SIG₂~a4","SIG2~a4, SIG₂~a4","SIG₂"
"𒦿","SIG₂~b","SIG2~b, SIG₂~b","SIG₂"
"𒧁","SIG₂~c1","SIG2~c1, SIG₂~c1","SIG₂"
"𒧂","SIG₂~c2","SIG2~c2, SIG₂~c2","SIG₂"
"𒧃","SIG₂~d1","SIG2~d1, SIG₂~d1","SIG₂"
"𒧄","SIG₂~d2","SIG2~d2, SIG₂~d2","SIG₂"
"𒧅","SIG₂~d3","SIG2~d3, SIG₂~d3","SIG₂"
"𒧆","SIG₂~d4","SIG2~d4, SIG₂~d4","SIG₂"
"𒧇","SIG₂~e","SIG2~e, SIG₂~e","SIG₂"
"𒧈","SIG₄","SIG4, SIG₄","SIG₄"
"𒧉","SIG₇","SIG7, SIG₇","SIG₇"
"𒧊","SILA₃~a","SILA3~a, SILA₃~a","SILA₃"
"𒧫","SILA₃~b","SILA3~b, SILA₃~b","SILA₃"
"󲑲","SILA₃~c","SILA3~c, SILA₃~c","SILA₃"
"𒧱","SILA₄~a","SILA4~a, SILA₄~a","SILA₄"
"𒧲","SILA₄~b","SILA4~b, SILA₄~b","SILA₄"
"𒧳","SILA₄~c","SILA4~c, SILA₄~c","SILA₄"
"𒧴","SILA₄~d","SILA4~d, SILA₄~d","SILA₄"
"𒧵","SILANITA","SILANITA, SILANITA","SILANITA"
"𒧶","SIMUG","SIMUG, SIMUG","SIMUG"
"𒧷","SU~a","SU~a, SU~a","SU"
"𒧹","SU~b","SU~b, SU~b","SU"
"𒧺","SU~c","SU~c, SU~c","SU"
"𒧻","SU₃","SU3, SU₃","SU₃"
"𒧼","SUG","SUG, SUG","SUG"
"𒧽","SUG₅","SUG5, SUG₅","SUG₅"
"𒧾","SUH₃","SUH3, SUH₃","SUH₃"
"𒧿","SUHUR","SUHUR, SUHUR","SUHUR"
"𒨀","SUHUR@g","SUHUR@g, SUHUR@g","SUHUR"
"𒨁","SUHUR@n","SUHUR@n, SUHUR@n","SUHUR"
"𒨂","SUHUR@t","SUHUR@t, SUHUR@t","SUHUR"
"𒨃","SUKKAL","SUKKAL, SUKKAL","SUKKAL"
"𒨄","SUKUD","SUKUD, SUKUD","SUKUD"
"𒨇","SUKUD@g~a","SUKUD@g~a, SUKUD@g~a","SUKUD"
"𒨈","SUKUD@g~b","SUKUD@g~b, SUKUD@g~b","SUKUD"
"𒨉","SUKUD@g~c","SUKUD@g~c, SUKUD@g~c","SUKUD"
"𒨊","SUKUD@g~d","SUKUD@g~d, SUKUD@g~d","SUKUD"
"󲔜","SUKUD@h","SUKUD@h, SUKUD@h","SUKUD"
"𒨋","SUM~a","SUM~a, SUM~a","SUM"
"󲑶","SUM~a@t","SUM~a@t, SUM~a@t","SUM"
"𒨌","SUM~b","SUM~b, SUM~b","SUM"
"𒨍","SUMAŠ","SUMAŠ, SUMAŠ","SUMAŠ"
"𒨎","SUR","SUR, SUR","SUR"
"𒨏","ŠA","ŠA, ŠA","ŠA"
"𒨒","ŠA@g","ŠA@g, ŠA@g","ŠA"
"𒨓","ŠA₃~a1","ŠA3~a1, ŠA₃~a1","ŠA₃"
"𒨔","ŠA₃~a2","ŠA3~a2, ŠA₃~a2","ŠA₃"
"𒨕","ŠA₃~a2@g","ŠA3~a2@g, ŠA₃~a2@g","ŠA₃"
"𒨖","ŠA₃~b","ŠA3~b, ŠA₃~b","ŠA₃"
"𒨗","ŠA₃~c","ŠA3~c, ŠA₃~c","ŠA₃"
"𒨘","ŠA₃~d","ŠA3~d, ŠA₃~d","ŠA₃"
"𒨙","ŠAGAN","ŠAGAN, ŠAGAN","ŠAGAN"
"𒨚","ŠAGINA","ŠAGINA, ŠAGINA","ŠAGINA"
"𒨛","ŠAH₂~a","ŠAH2~a, ŠAH₂~a","ŠAH₂"
"𒨜","ŠAH₂~b","ŠAH2~b, ŠAH₂~b","ŠAH₂"
"𒨝","ŠAH₂~c","ŠAH2~c, ŠAH₂~c","ŠAH₂"
"𒨞","ŠAKIR~a","ŠAKIR~a, ŠAKIR~a","ŠAKIR"
"𒨟","ŠAKIR~b","ŠAKIR~b, ŠAKIR~b","ŠAKIR"
"𒨠","ŠAKIR~c","ŠAKIR~c, ŠAKIR~c","ŠAKIR"
"𒨡","ŠAM₂","ŠAM2, ŠAM₂","ŠAM₂"
"𒨢","ŠE~a","ŠE~a, ŠE~a","ŠE"
"𒨤","ŠE~a@t","ŠE~a@t, ŠE~a@t","ŠE"
"𒨥","ŠE~b","ŠE~b, ŠE~b","ŠE"
"𒨦","ŠE~c","ŠE~c, ŠE~c","ŠE"
"𒨧","ŠE₃","ŠE3, ŠE₃","ŠE₃"
"𒨨","ŠE₃@t","ŠE3@t, ŠE₃@t","ŠE₃"
"𒨩","ŠEG₉","ŠEG9, ŠEG₉","ŠEG₉"
"𒨪","ŠEN~a","ŠEN~a, ŠEN~a","ŠEN"
"𒨫","ŠEN~b","ŠEN~b, ŠEN~b","ŠEN"
"𒨬","ŠEN~c","ŠEN~c, ŠEN~c","ŠEN"
"𒨭","ŠEN~c@t","ŠEN~c@t, ŠEN~c@t","ŠEN"
"𒨮","ŠEN~e","ŠEN~e, ŠEN~e","ŠEN"
"𒨰","ŠENNUR~a","ŠENNUR~a, ŠENNUR~a","ŠENNUR"
"𒨱","ŠENNUR~b","ŠENNUR~b, ŠENNUR~b","ŠENNUR"
"𒨲","ŠEŠ~a","ŠEŠ~a, ŠEŠ~a","ŠEŠ"
"𒨳","ŠEŠ~b","ŠEŠ~b, ŠEŠ~b","ŠEŠ"
"𒨴","ŠIDIM","ŠIDIM, ŠIDIM","ŠIDIM"
"󲑷","ŠIDIM@t","ŠIDIM@t, ŠIDIM@t","ŠIDIM"
"𒨵","ŠIM~a","ŠIM~a, ŠIM~a","ŠIM"
"𒨶","ŠIM~b","ŠIM~b, ŠIM~b","ŠIM"
"𒨷","ŠIR~a","ŠIR~a, ŠIR~a","ŠIR"
"𒨸","ŠIR~b","ŠIR~b, ŠIR~b","ŠIR"
"𒩃","ŠITA@g~a","ŠITA@g~a, ŠITA@g~a","ŠITA"
"𒩅","ŠITA@g~b","ŠITA@g~b, ŠITA@g~b","ŠITA"
"𒨹","ŠITA~a1","ŠITA~a1, ŠITA~a1","ŠITA"
"𒨼","ŠITA~a2","ŠITA~a2, ŠITA~a2","ŠITA"
"𒨽","ŠITA~a3","ŠITA~a3, ŠITA~a3","ŠITA"
"𒨾","ŠITA~b1","ŠITA~b1, ŠITA~b1","ŠITA"
"𒨿","ŠITA~b2","ŠITA~b2, ŠITA~b2","ŠITA"
"𒩁","ŠITA~b3","ŠITA~b3, ŠITA~b3","ŠITA"
"𒩆","ŠU","ŠU, ŠU","ŠU"
"𒩉","ŠU@g","ŠU@g, ŠU@g","ŠU"
"𒩋","ŠU₁₂","ŠU12, ŠU₁₂","ŠU₁₂"
"𒩊","ŠU₂","ŠU2, ŠU₂","ŠU₂"
"𒩌","ŠUBUR","ŠUBUR, ŠUBUR","ŠUBUR"
"𒩍","ŠUM","ŠUM, ŠUM","ŠUM"
"𒩏","ŠUR₂~a","ŠUR2~a, ŠUR₂~a","ŠUR₂"
"𒩐","ŠUR₂~b","ŠUR2~b, ŠUR₂~b","ŠUR₂"
"󲔴","ŠUR₂~c","ŠUR2~c, ŠUR₂~c","ŠUR₂"
"𒩑","TA~a","TA~a, TA~a","TA"
"𒩒","TA~b","TA~b, TA~b","TA"
"𒩓","TA~c","TA~c, TA~c","TA"
"𒩔","TA~d","TA~d, TA~d","TA"
"𒩕","TA~e","TA~e, TA~e","TA"
"𒩖","TAG~a1","TAG~a1, TAG~a1","TAG"
"𒩗","TAG~a1@t","TAG~a1@t, TAG~a1@t","TAG"
"𒩘","TAG~a2","TAG~a2, TAG~a2","TAG"
"𒩙","TAG~a3","TAG~a3, TAG~a3","TAG"
"𒩚","TAG~a4","TAG~a4, TAG~a4","TAG"
"𒩛","TAG~b","TAG~b, TAG~b","TAG"
"𒩜","TAG~c","TAG~c, TAG~c","TAG"
"𒩝","TAG~d","TAG~d, TAG~d","TAG"
"𒩞","TAK₄~a","TAK4~a, TAK₄~a","TAK₄"
"𒩟","TAK₄~a@n","TAK4~a@n, TAK₄~a@n","TAK₄"
"𒩠","TAK₄~c","TAK4~c, TAK₄~c","TAK₄"
"𒩡","TAR~a","TAR~a, TAR~a","TAR"
"𒩢","TE","TE, TE","TE"
"𒩣","TI","TI, TI","TI"
"𒩤","TI@g","TI@g, TI@g","TI"
"𒩥","TI@r","TI@r, TI@r","TI"
"𒩦","TI@t","TI@t, TI@t","TI"
"𒩧","TILLA₂","TILLA2, TILLA₂","TILLA₂"
"𒩨","TU~a","TU~a, TU~a","TU"
"𒩩","TU~b","TU~b, TU~b","TU"
"𒩪","TU~c","TU~c, TU~c","TU"
"𒩫","TUG₂~a","TUG2~a, TUG₂~a","TUG₂"
"𒩬","TUG₂~a@g","TUG2~a@g, TUG₂~a@g","TUG₂"
"𒩭","TUG₂~b","TUG2~b, TUG₂~b","TUG₂"
"𒩮","TUG₂~c","TUG2~c, TUG₂~c","TUG₂"
"󲑽","TUG₂~d","TUG2~d, TUG₂~d","TUG₂"
"𒩯","TUM~a","TUM~a, TUM~a","TUM"
"𒩰","TUM~a@g","TUM~a@g, TUM~a@g","TUM"
"𒩱","TUM~b","TUM~b, TUM~b","TUM"
"𒩲","TUM~c","TUM~c, TUM~c","TUM"
"𒩳","TUM~d","TUM~d, TUM~d","TUM"
"𒩴","TUN₃~a","TUN3~a, TUN₃~a","TUN₃"
"𒩵","TUN₃~b","TUN3~b, TUN₃~b","TUN₃"
"𒩶","TUN₃~c","TUN3~c, TUN₃~c","TUN₃"
"𒩷","TUR","TUR, TUR","TUR"
"𒩸","TUR@g","TUR@g, TUR@g","TUR"
"𒩹","TUR₃~a","TUR3~a, TUR₃~a","TUR₃"
"󲑾","TUR₃~a@n","TUR3~a@n, TUR₃~a@n","TUR₃"
"𒩺","TUR₃~b","TUR3~b, TUR₃~b","TUR₃"
"𒩻","TUR₃~c","TUR3~c, TUR₃~c","TUR₃"
"𒩼","U₂~a","U2~a, U₂~a","U₂"
"𒩽","U₂~b","U2~b, U₂~b","U₂"
"𒩾","U₂~c","U2~c, U₂~c","U₂"
"𒩿","U₄","U4, U₄","U₄"
"𒪙","U₄@t","U4@t, U₄@t","U₄"
"𒪚","U₈","U8, U₈","U₈"
"𒪜","UB","UB, UB","UB"
"𒪝","UBI~a","UBI~a, UBI~a","UBI"
"𒪞","UBI~c","UBI~c, UBI~c","UBI"
"𒪟","UBI~d","UBI~d, UBI~d","UBI"
"𒪠","UD₅~a","UD5~a, UD₅~a","UD₅"
"𒪡","UD₅~a@g","UD5~a@g, UD₅~a@g","UD₅"
"𒪢","UD₅~b","UD5~b, UD₅~b","UD₅"
"𒪣","UD₅~c","UD5~c, UD₅~c","UD₅"
"𒪤","UDU~a","UDU~a, UDU~a","UDU"
"󲒆","UDU~b","UDU~b, UDU~b","UDU"
"𒪧","UDU~c","UDU~c, UDU~c","UDU"
"𒪨","UDUNITA~a","UDUNITA~a, UDUNITA~a","UDUNITA"
"𒪩","UDUNITA~b","UDUNITA~b, UDUNITA~b","UDUNITA"
"𒪪","UDUNITA~c","UDUNITA~c, UDUNITA~c","UDUNITA"
"󲒇","UH","UH, UH","UH"
"𒪫","UH₃~a","UH3~a, UH₃~a","UH₃"
"𒪬","UH₃~a@t","UH3~a@t, UH₃~a@t","UH₃"
"𒪭","UH₃~b","UH3~b, UH₃~b","UH₃"
"𒪮","UKKIN~a","UKKIN~a, UKKIN~a","UKKIN"
"𒪯","UKKIN~b","UKKIN~b, UKKIN~b","UKKIN"
"𒪷","UKKIN~c","UKKIN~c, UKKIN~c","UKKIN"
"󲔵","UKKIN~d","UKKIN~d, UKKIN~d","UKKIN"
"𒪸","UMBIN~a","UMBIN~a, UMBIN~a","UMBIN"
"𒪹","UMBIN~b1","UMBIN~b1, UMBIN~b1","UMBIN"
"𒪺","UMBIN~b2","UMBIN~b2, UMBIN~b2","UMBIN"
